NUMERO ARBOL,NOMBRE COMUN,ESPECIE CIENTIFICA,ANIO MEDICION,DAP CM,ALTURA M,BIOMASA TOTAL KG,CARBONO TOTAL MG,CO2 EQUIVALENTE MG,ESTADO ARBOL
155,Mango,Mangifera indica,2019,27.6,6.0,0.2589,0.4747,0.4747,Activo
156,Jacaranda,Jacaranda mimosifolia,2018,37.5,11.0,0.8039,1.474,1.474,Activo
156,Jacaranda,Jacaranda mimosifolia,2019,38.2,11.0,0.8348,1.5307,1.5307,Activo
157,Jacaranda,Jacaranda mimosifolia,2018,26.4,11.0,0.3929,0.7204,0.7204,Activo
157,Jacaranda,Jacaranda mimosifolia,2019,26.6,11.0,0.399,0.7316,0.7316,Activo
158,Jacaranda,Jacaranda mimosifolia,2018,26.2,8.0,0.3019,0.5535,0.5535,Activo
158,Jacaranda,Jacaranda mimosifolia,2019,26.2,8.0,0.3019,0.5535,0.5535,Activo
159,Jacaranda,Jacaranda mimosifolia,2018,26.5,8.0,0.309,0.5665,0.5665,Activo
159,Jacaranda,Jacaranda mimosifolia,2019,26.5,8.0,0.309,0.5665,0.5665,Activo
160,Jacaranda,Jacaranda mimosifolia,2018,19.8,7.0,0.1536,0.2817,0.2817,Activo
160,Jacaranda,Jacaranda mimosifolia,2019,20.8,7.0,0.1699,0.3115,0.3115,Activo
161,Guachipelin,Diphysa americana,2018,10.2,6.0,0.0605,0.111,0.111,Activo
161,Guachipelin,Diphysa americana,2019,11.8,6.0,0.0815,0.1494,0.1494,Activo
162,Guayaba,Psidium guajava,2018,13.0,4.0,0.0458,0.084,0.084,Activo
162,Guayaba,Psidium guajava,2019,13.5,4.0,0.0495,0.0907,0.0907,Activo
163,Guayaba,Psidium guajava,2018,13.0,5.0,0.0545,0.0999,0.0999,Activo
163,Guayaba,Psidium guajava,2019,14.1,5.0,0.0643,0.118,0.118,Activo
164,Guayaba,Psidium guajava,2018,10.6,5.0,0.0359,0.0659,0.0659,Activo
164,Guayaba,Psidium guajava,2019,11.2,5.0,0.0402,0.0737,0.0737,Activo
165,Guayaba,Psidium guajava,2018,16.2,6.0,0.0984,0.1805,0.1805,Activo
165,Guayaba,Psidium guajava,2019,17.3,6.0,0.1125,0.2063,0.2063,Activo
166,Mango,Mangifera indica,2018,16.2,5.0,0.0758,0.1389,0.1389,Activo
166,Mango,Mangifera indica,2019,17.6,5.0,0.0897,0.1645,0.1645,Activo
167,Mango,Mangifera indica,2018,15.4,4.0,0.0574,0.1053,0.1053,Activo
167,Mango,Mangifera indica,2019,16.5,4.0,0.0661,0.1212,0.1212,Activo
168,Yos,Sapium glandulosum,2018,26.8,9.0,0.2736,0.5016,0.5016,Activo
168,Yos,Sapium glandulosum,2019,27.5,9.0,0.2883,0.5287,0.5287,Activo
169,Yos,Sapium glandulosum,2018,28.8,9.0,0.3168,0.5809,0.5809,Activo
169,Yos,Sapium glandulosum,2019,29.5,9.0,0.3327,0.6101,0.6101,Activo
170,Yos,Sapium glandulosum,2018,21.5,8.0,0.1592,0.2919,0.2919,Activo
170,Yos,Sapium glandulosum,2019,21.6,8.0,0.1607,0.2947,0.2947,Activo
171,Yos,Sapium glandulosum,2018,22.5,8.0,0.1747,0.3203,0.3203,Activo
171,Yos,Sapium glandulosum,2019,22.5,8.0,0.1747,0.3203,0.3203,Activo
172,Yos,Sapium glandulosum,2018,20.7,8.0,0.1474,0.2702,0.2702,Activo
172,Yos,Sapium glandulosum,2019,21.0,8.0,0.1518,0.2783,0.2783,Activo
173,Higuerón,Ficus sp,2018,42.0,9.0,0.6232,1.1427,1.1427,Activo
173,Higuerón,Ficus sp,2019,44.5,9.0,0.7012,1.2857,1.2857,Activo
174,Velo de novia,Robinsonella lindeniana,2018,13.5,7.0,0.0617,0.1131,0.1131,Activo
174,Velo de novia,Robinsonella lindeniana,2019,14.0,7.0,0.0665,0.1218,0.1218,Activo
175,Poro,Erythrina fusca,2018,85.0,20.0,3.5782,6.5607,6.5607,Activo
175,Poro,Erythrina fusca,2019,85.0,20.0,3.5782,6.5607,6.5607,Activo
176,Poro,Erythrina fusca,2018,60.0,20.0,1.7583,3.2239,3.2239,Activo
176,Poro,Erythrina fusca,2019,60.0,20.0,1.7583,3.2239,3.2239,Activo
177,Poro,Erythrina fusca,2018,72.0,20.0,2.5505,4.6763,4.6763,Activo
177,Poro,Erythrina fusca,2019,72.0,20.0,2.5505,4.6763,4.6763,Activo
178,Poro,Erythrina fusca,2018,68.8,20.0,2.3246,4.2621,4.2621,Activo
178,Poro,Erythrina fusca,2019,68.8,20.0,2.3246,4.2621,4.2621,Activo
179,Velo de novia,Robinsonella lindeniana,2018,11.2,5.0,0.0324,0.0595,0.0595,Activo
179,Velo de novia,Robinsonella lindeniana,2019,12.7,5.0,0.0419,0.0769,0.0769,Activo
180,Poro,Erythrina fusca,2018,61.0,19.0,1.7474,3.2039,3.2039,Activo
180,Poro,Erythrina fusca,2019,62.0,19.0,1.8063,3.3119,3.3119,Activo
181,Poro,Erythrina fusca,2018,72.0,19.0,2.4506,4.4931,4.4931,Activo
181,Poro,Erythrina fusca,2019,72.5,19.0,2.4854,4.557,4.557,Activo
182,Cedro,Cedrela odorata,2018,69.0,19.0,3.2204,5.9046,5.9046,Activo
182,Cedro,Cedrela odorata,2019,70.9,19.0,3.4039,6.241,6.241,Activo
183,Cedro,Cedrela odorata,2018,59.6,19.0,2.3888,4.3798,4.3798,Activo
183,Cedro,Cedrela odorata,2019,59.6,19.0,2.3888,4.3798,4.3798,Activo
184,Cedro,Cedrela odorata,2018,73.0,19.0,3.6127,6.6239,6.6239,Activo
184,Cedro,Cedrela odorata,2019,75.2,19.0,3.8383,7.0375,7.0375,Activo
185,Cinamomum triplinervia,Cinnamomum triplinervia,2018,15.8,5.0,0.0811,0.1488,0.1488,Activo
185,Cinamomum triplinervia,Cinnamomum triplinervia,2019,16.1,5.0,0.0843,0.1546,0.1546,Activo
186,Guitite,Acnistus arborescens,2018,11.2,6.0,0.0374,0.0685,0.0685,Activo
186,Guitite,Acnistus arborescens,2019,13.9,6.0,0.0581,0.1065,0.1065,Activo
187,Aguacate,Persea americana,2018,17.5,6.0,0.1115,0.2044,0.2044,Activo
187,Aguacate,Persea americana,2019,17.9,6.0,0.1168,0.2141,0.2141,Activo
188,Aguacate,Persea americana,2018,22.0,7.0,0.2005,0.3676,0.3676,Activo
188,Aguacate,Persea americana,2019,22.3,7.0,0.2061,0.3779,0.3779,Activo
189,Yos,Sapium glandulosum,2018,44.0,7.0,0.6184,1.1338,1.1338,Activo
189,Yos,Sapium glandulosum,2019,44.0,7.0,0.6184,1.1338,1.1338,Activo
190,Yos,Sapium glandulosum,2018,36.8,5.0,0.3305,0.6059,0.6059,Activo
190,Yos,Sapium glandulosum,2019,38.0,5.0,0.3528,0.6469,0.6469,Activo
191,Guitite,Acnistus arborescens,2018,14.4,5.0,0.0542,0.0993,0.0993,Activo
191,Guitite,Acnistus arborescens,2019,15.6,5.0,0.0638,0.1169,0.1169,Activo
192,Yos,Sapium glandulosum,2018,21.8,7.0,0.1476,0.2706,0.2706,Activo
192,Yos,Sapium glandulosum,2019,22.0,7.0,0.1504,0.2757,0.2757,Activo
193,Yos,Sapium glandulosum,2018,17.0,7.0,0.0889,0.163,0.163,Activo
193,Yos,Sapium glandulosum,2019,17.0,7.0,0.0889,0.163,0.163,Activo
194,Guachipelin,Diphysa americana,2018,30.0,7.0,0.6166,1.1305,1.1305,Activo
194,Guachipelin,Diphysa americana,2019,30.0,7.0,0.6166,1.1305,1.1305,Activo
195,Guachipelin,Diphysa americana,2018,28.0,7.0,0.5356,0.9821,0.9821,Activo
195,Guachipelin,Diphysa americana,2019,28.5,7.0,0.5553,1.0182,1.0182,Activo
196,Guachipelin,Diphysa americana,2018,28.6,7.0,0.5593,1.0255,1.0255,Activo
196,Guachipelin,Diphysa americana,2019,28.6,7.0,0.5593,1.0255,1.0255,Activo
197,Guachipelin,Diphysa americana,2018,46.4,7.0,1.5008,2.7517,2.7517,Activo
197,Guachipelin,Diphysa americana,2019,47.8,7.0,1.5946,2.9237,2.9237,Activo
198,Uruca,Trichilia havanensis,2018,20.0,6.0,0.1391,0.255,0.255,Activo
198,Uruca,Trichilia havanensis,2019,21.5,6.0,0.1612,0.2955,0.2955,Activo
199,Uruca,Trichilia havanensis,2018,13.2,6.0,0.0596,0.1093,0.1093,Activo
199,Uruca,Trichilia havanensis,2019,14.4,6.0,0.0712,0.1305,0.1305,Activo
200,Casco de venado,Bauhinia purpurea,2018,23.8,4.0,0.1827,0.3349,0.3349,Activo
200,Casco de venado,Bauhinia purpurea,2019,24.5,4.0,0.1938,0.3553,0.3553,Activo
201,Uruca,Trichilia havanensis,2018,17.0,4.0,0.0728,0.1335,0.1335,Activo
201,Uruca,Trichilia havanensis,2019,18.7,4.0,0.0884,0.1621,0.1621,Activo
202,Uruca,Trichilia havanensis,2018,11.2,4.0,0.0311,0.057,0.057,Activo
202,Uruca,Trichilia havanensis,2019,11.4,4.0,0.0322,0.0591,0.0591,Activo
203,Roble sabana,Tabebuia rosea,2018,58.4,9.0,1.4293,2.6207,2.6207,Activo
203,Roble sabana,Tabebuia rosea,2019,60.2,9.0,1.5206,2.7881,2.7881,Activo
204,Anona,Annona muricata,2018,14.8,5.0,0.0458,0.084,0.084,Activo
204,Anona,Annona muricata,2019,15.2,5.0,0.0484,0.0887,0.0887,Activo
205,Higuerón,Ficus sp,2018,60.3,12.0,1.6307,2.9898,2.9898,Activo
205,Higuerón,Ficus sp,2019,63.0,12.0,1.7831,3.2693,3.2693,Activo
206,Guayaquil,Pseudosamanea saman,2018,30.0,11.0,0.4921,0.9022,0.9022,Activo
206,Guayaquil,Pseudosamanea saman,2019,32.5,11.0,0.5793,1.0622,1.0622,Activo
207,Mango,Mangifera indica,2018,33.0,6.0,0.3727,0.6834,0.6834,Activo
207,Mango,Mangifera indica,2019,34.2,6.0,0.4009,0.7351,0.7351,Activo
208,Mango,Mangifera indica,2018,32.0,6.0,0.3501,0.6418,0.6418,Activo
208,Mango,Mangifera indica,2019,33.2,6.0,0.3774,0.6919,0.6919,Activo
209,Nispero,Cordia cymosa,2018,10.8,5.0,0.0283,0.0519,0.0519,Activo
209,Nispero,Cordia cymosa,2019,11.0,5.0,0.0294,0.0539,0.0539,Activo
210,Nispero,Cordia cymosa,2018,13.2,5.0,0.0426,0.0782,0.0782,Activo
210,Nispero,Cordia cymosa,2019,13.2,5.0,0.0426,0.0782,0.0782,Activo
211,Mango,Mangifera indica,2018,21.2,5.0,0.1311,0.2404,0.2404,Activo
211,Mango,Mangifera indica,2019,21.5,5.0,0.1349,0.2474,0.2474,Activo
212,Mango,Mangifera indica,2018,25.3,5.0,0.1881,0.3448,0.3448,Activo
212,Mango,Mangifera indica,2019,25.4,5.0,0.1896,0.3476,0.3476,Activo
213,Mango,Mangifera indica,2018,20.4,5.0,0.1212,0.2223,0.2223,Activo
213,Mango,Mangifera indica,2019,20.5,5.0,0.1224,0.2245,0.2245,Activo
214,Nispero,Cordia cymosa,2018,17.8,5.0,0.0784,0.1438,0.1438,Activo
214,Nispero,Cordia cymosa,2019,17.8,5.0,0.0784,0.1438,0.1438,Activo
215,Guayaba,Psidium guajava,2018,11.5,5.0,0.0424,0.0778,0.0778,Activo
215,Guayaba,Psidium guajava,2019,12.0,5.0,0.0463,0.0849,0.0849,Activo
216,Guayaba,Psidium guajava,2018,12.9,5.0,0.0537,0.0984,0.0984,Activo
216,Guayaba,Psidium guajava,2019,13.3,5.0,0.0571,0.1047,0.1047,Activo
217,Mango,Mangifera indica,2018,18.2,5.0,0.0961,0.1761,0.1761,Activo
217,Mango,Mangifera indica,2019,22.7,5.0,0.1508,0.2764,0.2764,Activo
218,Mango,Mangifera indica,2018,22.0,5.0,0.1414,0.2593,0.2593,Activo
218,Mango,Mangifera indica,2019,22.0,5.0,0.1414,0.2593,0.2593,Activo
219,Roble sabana,Tabebuia rosea,2018,11.5,6.0,0.0379,0.0695,0.0695,Activo
219,Roble sabana,Tabebuia rosea,2019,13.0,6.0,0.0486,0.0892,0.0892,Activo
220,Roble sabana,Tabebuia rosea,2018,16.5,6.0,0.0791,0.145,0.145,Activo
220,Roble sabana,Tabebuia rosea,2019,17.8,6.0,0.0923,0.1693,0.1693,Activo
221,Ciprés,Cupressus lusitanica,2018,75.0,7.0,1.5906,2.9163,2.9163,Activo
221,Ciprés,Cupressus lusitanica,2019,76.2,7.0,1.6429,3.0123,3.0123,Activo
222,Yos,Sapium glandulosum,2018,14.9,6.0,0.0602,0.1104,0.1104,Activo
222,Yos,Sapium glandulosum,2019,16.0,6.0,0.0697,0.1277,0.1277,Activo
223,Velo de novia,Robinsonella lindeniana,2018,10.5,5.0,0.0284,0.0521,0.0521,Activo
223,Velo de novia,Robinsonella lindeniana,2019,11.6,5.0,0.0348,0.0639,0.0639,Activo
224,Uruca,Trichilia havanensis,2018,12.8,5.0,0.0486,0.089,0.089,Activo
224,Uruca,Trichilia havanensis,2019,14.5,5.0,0.0626,0.1148,0.1148,Activo
225,Velo de novia,Robinsonella lindeniana,2018,11.8,6.0,0.0416,0.0762,0.0762,Activo
225,Velo de novia,Robinsonella lindeniana,2019,12.0,6.0,0.043,0.0789,0.0789,Activo
226,Velo de novia,Robinsonella lindeniana,2018,10.8,6.0,0.0347,0.0636,0.0636,Activo
226,Velo de novia,Robinsonella lindeniana,2019,12.1,6.0,0.0438,0.0803,0.0803,Activo
227,Velo de novia,Robinsonella lindeniana,2018,16.2,6.0,0.0794,0.1455,0.1455,Activo
227,Velo de novia,Robinsonella lindeniana,2019,17.0,6.0,0.0876,0.1606,0.1606,Activo
228,Yos,Sapium glandulosum,2018,17.5,7.0,0.0943,0.1729,0.1729,Activo
228,Yos,Sapium glandulosum,2019,17.0,7.0,0.0889,0.163,0.163,Activo
229,Yos,Sapium glandulosum,2018,19.2,7.0,0.1139,0.2089,0.2089,Activo
229,Yos,Sapium glandulosum,2019,20.1,7.0,0.1251,0.2293,0.2293,Activo
230,Targua,Croton draco,2018,10.1,6.0,0.0242,0.0444,0.0444,Activo
230,Targua,Croton draco,2019,12.7,6.0,0.0386,0.0709,0.0709,Activo
231,Guanacaste,Enterolobium cyclocarpum,2018,43.2,8.0,0.7344,1.3465,1.3465,Activo
231,Guanacaste,Enterolobium cyclocarpum,2019,46.2,8.0,0.8422,1.5442,1.5442,Activo
232,Guanacaste,Enterolobium cyclocarpum,2018,14.8,8.0,0.0826,0.1514,0.1514,Activo
232,Guanacaste,Enterolobium cyclocarpum,2019,16.2,8.0,0.0993,0.1821,0.1821,Activo
233,Cenizaro,Samanea saman,2018,33.0,9.0,0.5112,0.9372,0.9372,Activo
233,Cenizaro,Samanea saman,2019,33.0,9.0,0.5112,0.9372,0.9372,Activo
234,Cenizaro,Samanea saman,2018,37.5,9.0,0.6635,1.2165,1.2165,Activo
234,Cenizaro,Samanea saman,2019,37.5,9.0,0.6635,1.2165,1.2165,Activo
235,Cenizaro,Samanea saman,2018,24.8,9.0,0.2854,0.5233,0.5233,Activo
235,Cenizaro,Samanea saman,2019,24.8,9.0,0.2854,0.5233,0.5233,Activo
236,Cenizaro,Samanea saman,2018,50.0,9.0,1.1931,2.1876,2.1876,Activo
236,Cenizaro,Samanea saman,2019,51.2,9.0,1.2522,2.296,2.296,Activo
237,Guanacaste,Enterolobium cyclocarpum,2018,56.0,8.0,1.2469,2.2862,2.2862,Activo
237,Guanacaste,Enterolobium cyclocarpum,2019,58.3,8.0,1.3536,2.4818,2.4818,Activo
238,Cenizaro,Samanea saman,2018,19.8,6.0,0.1315,0.2411,0.2411,Activo
238,Cenizaro,Samanea saman,2019,20.0,6.0,0.1342,0.2461,0.2461,Activo
239,Cenizaro,Samanea saman,2018,19.0,6.0,0.1209,0.2216,0.2216,Activo
239,Cenizaro,Samanea saman,2019,19.7,6.0,0.1301,0.2386,0.2386,Activo
240,Roble sabana,Tabebuia rosea,2018,15.4,6.0,0.0687,0.126,0.126,Activo
240,Roble sabana,Tabebuia rosea,2019,16.5,6.0,0.0791,0.145,0.145,Activo
241,Roble sabana,Tabebuia rosea,2018,11.0,5.0,0.03,0.055,0.055,Activo
241,Roble sabana,Tabebuia rosea,2019,11.2,5.0,0.0311,0.0571,0.0571,Activo
242,Roble sabana,Tabebuia rosea,2018,10.5,6.0,0.0315,0.0577,0.0577,Activo
242,Roble sabana,Tabebuia rosea,2019,11.5,6.0,0.0379,0.0695,0.0695,Activo
243,Roble sabana,Tabebuia rosea,2018,26.5,6.0,0.2079,0.3813,0.3813,Activo
243,Roble sabana,Tabebuia rosea,2019,27.0,6.0,0.216,0.3961,0.3961,Activo
244,Targua,Croton draco,2018,18.7,5.0,0.0738,0.1354,0.1354,Activo
244,Targua,Croton draco,2019,18.8,5.0,0.0746,0.1368,0.1368,Activo
245,Yos,Sapium glandulosum,2018,11.8,5.0,0.0325,0.0595,0.0595,Activo
245,Yos,Sapium glandulosum,2019,19.5,5.0,0.0905,0.1659,0.1659,Activo
246,Cenizaro,Samanea saman,2018,23.8,6.0,0.1914,0.3509,0.3509,Activo
246,Cenizaro,Samanea saman,2019,25.6,6.0,0.2221,0.4071,0.4071,Activo
247,Cenizaro,Samanea saman,2018,12.0,6.0,0.0473,0.0868,0.0868,Activo
247,Cenizaro,Samanea saman,2019,12.0,6.0,0.0473,0.0868,0.0868,Activo
248,Roble sabana,Tabebuia rosea,2018,15.3,6.0,0.0678,0.1243,0.1243,Activo
248,Roble sabana,Tabebuia rosea,2019,16.8,6.0,0.0821,0.1505,0.1505,Activo
249,Cenizaro,Samanea saman,2018,14.0,4.0,0.0473,0.0867,0.0867,Activo
249,Cenizaro,Samanea saman,2019,14.0,4.0,0.0473,0.0867,0.0867,Activo
250,Targua,Croton draco,2018,12.3,5.0,0.0314,0.0576,0.0576,Activo
250,Targua,Croton draco,2019,20.4,5.0,0.0882,0.1617,0.1617,Activo
251,Uruca,Trichilia havanensis,2018,19.3,5.0,0.1122,0.2057,0.2057,Activo
251,Uruca,Trichilia havanensis,2019,19.3,5.0,0.1122,0.2057,0.2057,Activo
252,Cinamomum triplinervia,Cinnamomum triplinervia,2018,68.4,8.0,2.3252,4.2632,4.2632,Activo
252,Cinamomum triplinervia,Cinnamomum triplinervia,2019,68.4,8.0,2.3252,4.2632,4.2632,Activo
253,Cinamomum triplinervia,Cinnamomum triplinervia,2018,37.8,8.0,0.6935,1.2716,1.2716,Activo
253,Cinamomum triplinervia,Cinnamomum triplinervia,2019,37.8,8.0,0.6935,1.2716,1.2716,Activo
254,Roble sabana,Tabebuia rosea,2018,26.2,8.0,0.2542,0.4661,0.4661,Activo
254,Roble sabana,Tabebuia rosea,2019,29.0,8.0,0.3127,0.5733,0.5733,Activo
255,Mango,Mangifera indica,2018,23.0,7.0,0.2012,0.369,0.369,Activo
255,Mango,Mangifera indica,2019,23.0,7.0,0.2012,0.369,0.369,Activo
256,Mango,Mangifera indica,2018,17.6,7.0,0.1166,0.2138,0.2138,Activo
256,Mango,Mangifera indica,2019,22.7,7.0,0.1959,0.3592,0.3592,Activo
257,Mango,Mangifera indica,2018,16.8,7.0,0.106,0.1944,0.1944,Activo
257,Mango,Mangifera indica,2019,17.5,7.0,0.1152,0.2113,0.2113,Activo
258,Mango,Mangifera indica,2018,18.2,7.0,0.1248,0.2289,0.2289,Activo
258,Mango,Mangifera indica,2019,18.2,7.0,0.1248,0.2289,0.2289,Activo
259,Mango,Mangifera indica,2018,16.7,7.0,0.1048,0.1921,0.1921,Activo
259,Mango,Mangifera indica,2019,19.5,7.0,0.1437,0.2635,0.2635,Activo
260,Uruca,Trichilia havanensis,2018,12.2,7.0,0.0572,0.1049,0.1049,Activo
260,Uruca,Trichilia havanensis,2019,12.3,7.0,0.0582,0.1067,0.1067,Activo
261,Ciprés,Cupressus lusitanica,2018,22.2,7.0,0.1328,0.2434,0.2434,Activo
261,Ciprés,Cupressus lusitanica,2019,30.0,7.0,0.2454,0.4499,0.4499,Activo
262,Ciprés,Cupressus lusitanica,2018,15.1,7.0,0.0605,0.1109,0.1109,Activo
262,Ciprés,Cupressus lusitanica,2019,22.0,7.0,0.1303,0.239,0.239,Activo
263,Ciprés,Cupressus lusitanica,2018,31.9,7.0,0.2781,0.5099,0.5099,Activo
263,Ciprés,Cupressus lusitanica,2019,35.9,7.0,0.3539,0.6489,0.6489,Activo
264,Ciprés,Cupressus lusitanica,2018,24.7,7.0,0.165,0.3026,0.3026,Activo
264,Ciprés,Cupressus lusitanica,2019,25.1,7.0,0.1705,0.3127,0.3127,Activo
265,Ciprés,Cupressus lusitanica,2018,35.1,7.0,0.338,0.6197,0.6197,Activo
265,Ciprés,Cupressus lusitanica,2019,35.4,7.0,0.3439,0.6306,0.6306,Activo
266,Ciprés,Cupressus lusitanica,2018,35.1,7.0,0.338,0.6197,0.6197,Activo
266,Ciprés,Cupressus lusitanica,2019,36.2,7.0,0.36,0.66,0.66,Activo
267,Ciprés,Cupressus lusitanica,2018,29.0,9.0,0.2785,0.5106,0.5106,Activo
267,Ciprés,Cupressus lusitanica,2019,30.0,9.0,0.2984,0.5472,0.5472,Activo
268,Velo de novia,Robinsonella lindeniana,2018,20.8,5.0,0.1147,0.2102,0.2102,Activo
268,Velo de novia,Robinsonella lindeniana,2019,21.0,5.0,0.1169,0.2144,0.2144,Activo
269,Velo de novia,Robinsonella lindeniana,2018,14.2,5.0,0.0526,0.0965,0.0965,Activo
269,Velo de novia,Robinsonella lindeniana,2019,14.5,5.0,0.0549,0.1007,0.1007,Activo
270,Velo de novia,Robinsonella lindeniana,2018,11.5,5.0,0.0342,0.0628,0.0628,Activo
270,Velo de novia,Robinsonella lindeniana,2019,11.8,5.0,0.0361,0.0662,0.0662,Activo
271,Velo de novia,Robinsonella lindeniana,2018,11.7,5.0,0.0355,0.065,0.065,Activo
271,Velo de novia,Robinsonella lindeniana,2019,11.7,5.0,0.0355,0.065,0.065,Activo
272,Velo de novia,Robinsonella lindeniana,2018,13.2,5.0,0.0454,0.0832,0.0832,Activo
272,Velo de novia,Robinsonella lindeniana,2019,13.7,5.0,0.0489,0.0897,0.0897,Activo
273,Ciprés,Cupressus lusitanica,2018,41.3,12.0,0.7167,1.3141,1.3141,Activo
273,Ciprés,Cupressus lusitanica,2019,46.6,12.0,0.9169,1.6811,1.6811,Activo
274,Ciprés,Cupressus lusitanica,2018,17.3,12.0,0.1215,0.2227,0.2227,Activo
274,Ciprés,Cupressus lusitanica,2019,18.4,12.0,0.1378,0.2526,0.2526,Activo
275,Ciprés,Cupressus lusitanica,2018,15.8,12.0,0.101,0.1851,0.1851,Activo
275,Ciprés,Cupressus lusitanica,2019,17.0,12.0,0.1172,0.2149,0.2149,Activo
276,Laurel,Cordia alliodora,2018,42.8,11.0,0.9604,1.7609,1.7609,Activo
276,Laurel,Cordia alliodora,2019,43.2,11.0,0.9788,1.7947,1.7947,Activo
277,Chilillo,Erythrina berteroana,2018,14.5,6.0,0.038,0.0696,0.0696,Activo
277,Chilillo,Erythrina berteroana,2019,16.5,6.0,0.0494,0.0907,0.0907,Activo
278,Chilillo,Erythrina berteroana,2018,14.3,6.0,0.0369,0.0677,0.0677,Activo
278,Chilillo,Erythrina berteroana,2019,15.2,6.0,0.0418,0.0767,0.0767,Activo
279,Chilillo,Erythrina berteroana,2018,11.3,6.0,0.0228,0.0419,0.0419,Activo
279,Chilillo,Erythrina berteroana,2019,12.0,6.0,0.0258,0.0473,0.0473,Activo
280,Cedro,Cedrela odorata,2018,30.9,11.0,0.4086,0.7492,0.7492,Activo
280,Cedro,Cedrela odorata,2019,32.2,11.0,0.4445,0.8149,0.8149,Activo
281,Candelillo,Senna spectabilis,2018,17.5,9.0,0.1529,0.2804,0.2804,Activo
281,Candelillo,Senna spectabilis,2019,17.5,9.0,0.1529,0.2804,0.2804,Activo
282,Candelillo,Senna spectabilis,2018,21.5,11.0,0.2721,0.4988,0.4988,Activo
282,Candelillo,Senna spectabilis,2019,22.4,11.0,0.2958,0.5424,0.5424,Activo
283,Candelillo,Senna spectabilis,2018,13.7,9.0,0.0928,0.1702,0.1702,Activo
283,Candelillo,Senna spectabilis,2019,13.9,9.0,0.0956,0.1753,0.1753,Activo
284,Cocobolo,Dalbergia retusa,2018,27.5,7.0,0.4531,0.8307,0.8307,Activo
284,Cocobolo,Dalbergia retusa,2019,28.2,7.0,0.4769,0.8744,0.8744,Activo
285,Cocobolo,Dalbergia retusa,2018,32.6,7.0,0.641,1.1753,1.1753,Activo
285,Cocobolo,Dalbergia retusa,2019,33.6,7.0,0.6818,1.2501,1.2501,Activo
286,Ciprés,Cupressus lusitanica,2018,29.0,6.0,0.2031,0.3723,0.3723,Activo
286,Ciprés,Cupressus lusitanica,2019,30.2,6.0,0.2206,0.4044,0.4044,Activo
287,Candelillo,Senna spectabilis,2018,12.2,8.0,0.0668,0.1225,0.1225,Activo
287,Candelillo,Senna spectabilis,2019,12.3,8.0,0.068,0.1246,0.1246,Activo
288,Candelillo,Senna spectabilis,2018,16.0,8.0,0.1162,0.213,0.213,Activo
288,Candelillo,Senna spectabilis,2019,16.8,8.0,0.1284,0.2353,0.2353,Activo
289,Candelillo,Senna spectabilis,2018,10.6,8.0,0.0502,0.092,0.092,Activo
289,Candelillo,Senna spectabilis,2019,13.0,8.0,0.0761,0.1395,0.1395,Activo
290,Candelillo,Senna spectabilis,2018,10.8,6.0,0.0417,0.0764,0.0764,Activo
290,Candelillo,Senna spectabilis,2019,11.7,6.0,0.049,0.0899,0.0899,Activo
291,Higuerón,Ficus sp,2018,32.2,9.0,0.3625,0.6646,0.6646,Activo
291,Higuerón,Ficus sp,2019,32.2,9.0,0.3625,0.6646,0.6646,Activo
292,Uruca,Trichilia havanensis,2018,12.4,6.0,0.0525,0.0962,0.0962,Activo
292,Uruca,Trichilia havanensis,2019,13.0,6.0,0.0578,0.1059,0.1059,Activo
293,Guayaquil,Pseudosamanea saman,2018,12.9,8.0,0.0686,0.1259,0.1259,Activo
293,Guayaquil,Pseudosamanea saman,2019,13.0,8.0,0.0697,0.1279,0.1279,Activo
294,Cedro,Cedrela odorata,2018,26.2,14.0,0.3522,0.6457,0.6457,Activo
294,Cedro,Cedrela odorata,2019,26.8,14.0,0.3688,0.6762,0.6762,Activo
295,Guaitil,Genipa americana,2018,11.2,5.0,0.0363,0.0666,0.0666,Activo
295,Guaitil,Genipa americana,2019,12.5,5.0,0.0454,0.0833,0.0833,Activo
296,Guanacaste,Enterolobium cyclocarpum,2018,87.2,13.0,4.4917,8.2356,8.2356,Activo
296,Guanacaste,Enterolobium cyclocarpum,2019,92.0,13.0,5.0105,9.1868,9.1868,Activo
297,Candelillo,Senna spectabilis,2018,34.3,8.0,0.5505,1.0093,1.0093,Activo
297,Candelillo,Senna spectabilis,2019,34.3,8.0,0.5505,1.0093,1.0093,Activo
298,Roble sabana,Tabebuia rosea,2018,12.3,6.0,0.0434,0.0797,0.0797,Activo
298,Roble sabana,Tabebuia rosea,2019,14.2,6.0,0.0582,0.1068,0.1068,Activo
299,Guayaba,Psidium guajava,2018,11.2,5.0,0.0402,0.0737,0.0737,Activo
299,Guayaba,Psidium guajava,2019,12.4,5.0,0.0495,0.0908,0.0908,Activo
300,Yos,Sapium glandulosum,2018,29.3,9.0,0.3281,0.6017,0.6017,Activo
300,Yos,Sapium glandulosum,2019,29.7,9.0,0.3374,0.6185,0.6185,Activo
301,Almedro de playa,Terminalia catappa,2018,13.4,7.0,0.0486,0.0891,0.0891,Activo
301,Almedro de playa,Terminalia catappa,2019,15.3,7.0,0.0637,0.1168,0.1168,Activo
302,Guachipelin,Diphysa americana,2018,37.0,9.0,1.1503,2.109,2.109,Activo
